loan_id,customer_id,application_date,loan_type,requested_loan_amount,approved_loan_amount,loan_tenure_months,interest_rate,monthly_income,monthly_expenses,employment_type,credit_score,existing_loan_amount,loan_status,repayment_status,emi_amount,city,income_segment
LOAN006066,CUST001394,2024-01-10,Business,532100.0,532100.0,98,13.23,17738.02,8894.06,Unemployed,608,0.0,Approved,On-time,8908.14,Chandigarh,Low
LOAN005807,CUST002506,2024-01-10,Personal,192300.0,126500.0,32,14.05,154116.26,59663.23,Self-employed,653,0.0,Approved,On-time,4762.64,Delhi,High
LOAN005886,CUST002195,2024-01-10,Vehicle,853000.0,0.0,63,9.06,141280.95,78472.53,Salaried,789,0.0,Rejected,Not Started,0.0,Kolkata,High
LOAN002604,CUST001911,2024-01-10,Personal,510900.0,392800.0,43,12.38,141085.31,42562.79,Self-employed,789,0.0,Approved,On-time,11356.68,Bhopal,High
LOAN005541,CUST002017,2024-01-10,Personal,723900.0,560000.0,37,12.44,82861.76,40481.24,Self-employed,770,207543.27,Approved,On-time,18300.28,Jaipur,High
LOAN003760,CUST002891,2024-01-11,Personal,873000.0,662600.0,14,11.69,267843.13,99408.58,Business,831,0.0,Approved,On-time,50859.13,Chandigarh,Premium
LOAN003533,CUST001169,2024-01-11,Home,1813200.0,1813200.0,295,9.07,152605.1,38600.15,Self-employed,620,0.0,Approved,On-time,15372.11,Indore,High
LOAN002829,CUST000751,2024-01-11,Vehicle,419700.0,253000.0,65,10.34,20985.65,5631.37,Salaried,616,0.0,Approved,On-time,5099.85,Bhopal,Low
LOAN006803,CUST001617,2024-01-11,Business,2548800.0,2151100.0,112,11.87,84961.3,57116.39,Business,746,280253.73,Approved,On-time,31856.36,Nagpur,High
LOAN002366,CUST002008,2024-01-12,Business,2276700.0,2108200.0,27,12.19,98726.02,48522.05,Self-employed,729,0.0,Approved,On-time,89671.71,Lucknow,High
LOAN002871,CUST002473,2024-01-12,Vehicle,632700.0,516100.0,48,10.56,31635.89,11860.36,Salaried,564,1699.4,Approved,Late,13228.86,Vadodara,Low
LOAN006358,CUST001556,2024-01-12,Business,2381700.0,1998900.0,34,12.0,79388.84,37296.71,Business,759,36286.62,Approved,On-time,69641.61,Jaipur,High
LOAN005310,CUST000449,2024-01-12,Education,734500.0,621300.0,147,11.09,130003.73,64205.4,Self-employed,618,0.0,Approved,Late,7745.11,Ludhiana,High
LOAN007564,CUST002307,2024-01-12,Home,3254700.0,2890500.0,242,8.75,57100.17,20461.25,Salaried,707,442364.96,Approved,On-time,25465.8,Bhopal,Mid
LOAN005409,CUST001821,2024-01-12,Home,9451700.0,8547900.0,202,9.09,157528.27,105727.43,Salaried,684,0.0,Approved,On-time,82775.04,Coimbatore,High
LOAN000685,CUST002926,2024-01-12,Personal,63700.0,58000.0,15,14.25,16123.54,5281.32,Salaried,621,98655.94,Approved,On-time,4244.11,Mumbai,Low
LOAN004133,CUST000753,2024-01-13,Personal,190700.0,148100.0,9,14.52,36471.68,16437.14,Salaried,575,0.0,Approved,On-time,17467.08,Vadodara,Mid
LOAN004761,CUST001324,2024-01-13,Personal,98400.0,69100.0,13,12.81,65070.79,29736.91,Salaried,734,178557.62,Approved,On-time,5721.01,Kanpur,Mid
LOAN001076,CUST001801,2024-01-13,Personal,261800.0,225100.0,46,14.5,26256.88,9309.46,Freelancer,576,170975.46,Approved,On-time,6407.56,Bhopal,Low
LOAN003513,CUST000292,2024-01-13,Home,2227700.0,1775700.0,247,8.78,37127.53,8843.79,Business,742,312746.54,Approved,On-time,15563.13,Pune,Mid
LOAN006220,CUST002111,2024-01-13,Vehicle,569100.0,423200.0,48,10.34,33243.83,14527.16,Self-employed,583,0.0,Approved,Late,10802.68,Vadodara,Low
LOAN003439,CUST002321,2024-01-13,Personal,309300.0,278600.0,25,12.92,46276.33,33258.55,Salaried,739,34586.23,Approved,On-time,12770.52,Ludhiana,Mid
LOAN005966,CUST002751,2024-01-13,Home,2182300.0,1671200.0,330,8.55,191976.59,119405.6,Salaried,757,22446.83,Approved,On-time,13172.48,Vadodara,Premium
LOAN006695,CUST001253,2024-01-13,Education,111700.0,72900.0,19,10.89,21124.06,9197.16,Freelancer,651,2060.76,Approved,On-time,4194.47,Surat,Low
LOAN007080,CUST002617,2024-01-13,Personal,140300.0,0.0,22,14.04,22840.74,9921.94,Salaried,660,0.0,Rejected,Not Started,0.0,Kanpur,Low
LOAN006990,CUST000529,2024-01-14,Education,3750000.0,3750000.0,40,9.71,269944.07,103492.18,Salaried,771,745954.52,Approved,On-time,110114.4,Pune,Premium
LOAN003047,CUST001912,2024-01-14,Education,347400.0,235800.0,119,10.77,65088.3,26019.53,Self-employed,676,23270.89,Approved,On-time,3232.62,Kanpur,Mid
LOAN001634,CUST000412,2024-01-14,Education,344800.0,333200.0,153,10.24,24488.95,12195.58,Salaried,698,117276.46,Approved,On-time,3908.41,Indore,Low
LOAN006181,CUST000017,2024-01-14,Personal,449200.0,285300.0,7,12.88,37430.29,16816.92,Salaried,752,4311.62,Approved,On-time,42525.66,Bengaluru,Mid
LOAN004030,CUST000868,2024-01-14,Home,1158100.0,1053000.0,178,8.74,19301.45,9104.91,Salaried,654,0.0,Approved,On-time,10575.4,Chandigarh,Low
LOAN006946,CUST002249,2024-01-14,Vehicle,1306200.0,996100.0,23,10.2,65308.72,28721.22,Salaried,674,358646.51,Approved,On-time,47863.19,Mumbai,Mid
LOAN002884,CUST001849,2024-01-14,Vehicle,637600.0,611300.0,77,10.12,43920.1,21357.28,Salaried,623,135667.85,Approved,Late,10825.92,Ahmedabad,Mid
LOAN000055,CUST001176,2024-01-14,Vehicle,440500.0,376200.0,36,10.81,25428.68,11754.07,Self-employed,588,6796.55,Approved,On-time,12282.48,Kanpur,Low
LOAN007475,CUST001534,2024-01-14,Business,666400.0,480500.0,105,13.18,22212.19,11416.99,Self-employed,636,88467.45,Approved,Late,7733.72,Delhi,Low
LOAN007936,CUST002115,2024-01-14,Home,4432900.0,3910600.0,143,8.82,73881.79,46539.83,Salaried,728,159965.2,Approved,On-time,44282.32,Chennai,Mid
LOAN000680,CUST001483,2024-01-14,Gold,30400.0,0.0,25,9.32,18416.24,8544.11,Salaried,552,0.0,Rejected,Not Started,0.0,Surat,Low
LOAN000707,CUST000725,2024-01-14,Personal,57100.0,44400.0,10,14.12,32520.98,13290.83,Salaried,620,270059.93,Approved,On-time,4732.38,Surat,Low
LOAN001406,CUST001412,2024-01-14,Home,5161000.0,4294200.0,101,8.97,111034.67,50203.77,Self-employed,720,0.0,Approved,On-time,60718.39,Coimbatore,High
LOAN000366,CUST000338,2024-01-14,Education,2623400.0,2031600.0,69,9.4,224258.29,118910.28,Salaried,844,0.0,Approved,On-time,38226.33,Chandigarh,Premium
LOAN006882,CUST001985,2024-01-15,Vehicle,1639100.0,1577800.0,43,9.75,158331.61,99473.51,Self-employed,700,0.0,Approved,On-time,43622.68,Patna,High
LOAN001180,CUST000598,2024-01-15,Home,8125900.0,7866900.0,212,8.53,135431.38,44837.58,Salaried,726,0.0,Approved,On-time,71948.1,Bhopal,High
LOAN003212,CUST000104,2024-01-15,Personal,201400.0,0.0,35,14.32,16783.14,9767.56,Salaried,615,0.0,Rejected,Not Started,0.0,Hyderabad,Low
LOAN004115,CUST001449,2024-01-15,Business,1372800.0,1217700.0,102,12.04,45759.51,19722.77,Business,762,0.0,Approved,On-time,19126.1,Vadodara,Mid
LOAN003705,CUST000353,2024-01-15,Home,1909500.0,1572100.0,318,8.86,80915.56,49746.22,Self-employed,693,0.0,Approved,On-time,12845.62,Surat,High
LOAN002802,CUST001074,2024-01-15,Vehicle,269100.0,262300.0,54,9.39,166375.0,35291.39,Self-employed,750,0.0,Approved,On-time,5974.42,Jaipur,High
LOAN000038,CUST001220,2024-01-15,Personal,498600.0,381100.0,44,13.53,41548.6,14996.08,Salaried,688,736.11,Approved,On-time,11034.49,Delhi,Mid
LOAN002396,CUST001089,2024-01-15,Personal,1033900.0,0.0,21,12.69,152455.01,77984.71,Salaried,773,0.0,Rejected,Not Started,0.0,Vadodara,High
LOAN002933,CUST001698,2024-01-15,Personal,262000.0,208700.0,35,15.4,31012.0,10274.82,Freelancer,547,0.0,Approved,On-time,7439.48,Ahmedabad,Low
LOAN005415,CUST000043,2024-01-15,Home,3936100.0,3936100.0,180,8.5,163580.09,94909.61,Salaried,728,194200.0,Approved,On-time,38760.33,Chennai,High
LOAN000559,CUST000794,2024-01-16,Gold,506300.0,506300.0,4,8.77,170706.34,70626.23,Business,706,0.0,Approved,On-time,128896.05,Kolkata,High
LOAN006485,CUST002630,2024-01-16,Vehicle,1260000.0,1220000.0,40,9.83,62999.27,36309.6,Business,695,0.0,Approved,On-time,35892.96,Lucknow,Mid
LOAN004666,CUST001729,2024-01-16,Home,7754300.0,7207200.0,165,8.24,149005.24,75208.83,Salaried,795,0.0,Approved,On-time,73135.14,Jaipur,High
LOAN005378,CUST001064,2024-01-16,Education,535200.0,408100.0,145,10.64,124020.82,73472.38,Salaried,661,0.0,Approved,On-time,5012.01,Bengaluru,High
LOAN001612,CUST002309,2024-01-16,Vehicle,946200.0,0.0,84,9.84,51035.69,19667.1,Salaried,678,52177.04,Rejected,Not Started,0.0,Delhi,Mid
LOAN001177,CUST000681,2024-01-16,Personal,474800.0,382500.0,53,12.21,81266.51,29828.1,Business,775,0.0,Approved,On-time,9372.79,Surat,High
LOAN003893,CUST000833,2024-01-16,Personal,465100.0,0.0,6,13.91,62825.15,18546.56,Self-employed,638,185715.98,Rejected,Not Started,0.0,Nagpur,Mid
LOAN005696,CUST002983,2024-01-16,Vehicle,2229000.0,1754200.0,73,9.42,163010.16,125477.66,Business,769,732154.09,Approved,On-time,31661.07,Kolkata,High
LOAN007513,CUST001996,2024-01-16,Personal,89000.0,81200.0,8,14.46,19250.57,8271.65,Salaried,586,0.0,Approved,On-time,10708.07,Pune,Low
LOAN003725,CUST001481,2024-01-16,Home,7679700.0,5650600.0,63,8.84,127995.19,73262.75,Business,683,3640.79,Approved,On-time,112433.37,Chennai,High
LOAN003241,CUST002540,2024-01-16,Personal,447800.0,410000.0,23,12.42,139316.32,78128.14,Salaried,778,192544.27,Approved,On-time,20123.6,Mumbai,High
LOAN005717,CUST001388,2024-01-16,Personal,112400.0,110700.0,44,14.89,24052.01,11096.74,Self-employed,564,72514.5,Approved,On-time,3280.1,Kanpur,Low
LOAN003838,CUST000199,2024-01-16,Home,10363900.0,8058800.0,197,8.89,173871.12,91887.46,Salaried,700,632435.4,Approved,On-time,77901.6,Kanpur,High
LOAN004894,CUST002104,2024-01-16,Business,594600.0,535600.0,69,11.25,77681.32,54870.22,Self-employed,844,0.0,Approved,On-time,10576.85,Bengaluru,High
LOAN006430,CUST002256,2024-01-17,Personal,659300.0,567700.0,44,13.03,169313.8,99074.81,Unemployed,726,0.0,Approved,On-time,16297.52,Chandigarh,High
LOAN006989,CUST001169,2024-01-17,Gold,152900.0,0.0,22,8.41,153539.09,59802.62,Self-employed,737,952441.23,Rejected,Not Started,0.0,Indore,High
LOAN002517,CUST002553,2024-01-17,Gold,188900.0,0.0,10,8.37,170268.58,94317.03,Business,759,117674.2,Rejected,Not Started,0.0,Ahmedabad,High
LOAN003477,CUST002386,2024-01-17,Education,2121900.0,1586700.0,139,10.04,153290.67,60402.67,Self-employed,701,0.0,Approved,On-time,19353.95,Kolkata,High
LOAN001585,CUST002292,2024-01-17,Vehicle,465600.0,0.0,69,11.1,28664.96,13052.1,Salaried,554,0.0,Rejected,Not Started,0.0,Vadodara,Low
LOAN005687,CUST001895,2024-01-17,Education,2452300.0,2341100.0,37,10.23,145775.63,87618.03,Business,709,320782.25,Approved,On-time,74042.75,Chandigarh,High
LOAN004213,CUST001328,2024-01-17,Home,8901200.0,7348800.0,221,8.68,148353.51,64535.44,Salaried,714,981564.83,Approved,On-time,66725.04,Chennai,High
LOAN003566,CUST000509,2024-01-17,Home,3205600.0,2568200.0,228,8.51,53426.57,33032.24,Salaried,748,177821.46,Approved,On-time,22756.04,Chennai,Mid
LOAN001024,CUST001776,2024-01-17,Home,2840200.0,2483300.0,102,8.95,47337.46,17903.51,Business,666,0.0,Approved,On-time,34856.16,Jaipur,Mid
LOAN000139,CUST000487,2024-01-17,Home,1904300.0,1705500.0,164,9.01,31738.0,9442.69,Salaried,608,40509.62,Approved,On-time,18118.52,Bhopal,Low
LOAN000879,CUST000304,2024-01-17,Personal,325800.0,263200.0,32,14.06,45218.13,13913.71,Salaried,653,0.0,Approved,On-time,9910.58,Patna,Mid
LOAN006939,CUST002799,2024-01-17,Home,2546900.0,1959000.0,132,8.84,143863.88,56161.56,Salaried,745,0.0,Approved,On-time,23258.46,Lucknow,High
LOAN004251,CUST000385,2024-01-17,Vehicle,1015500.0,757800.0,75,9.57,50774.6,22713.93,Freelancer,704,99914.91,Approved,On-time,13464.24,Mumbai,Mid
LOAN000897,CUST001098,2024-01-17,Education,2746800.0,2293000.0,154,9.95,138333.01,59646.72,Business,789,1748745.57,Approved,On-time,26420.16,Vadodara,High
LOAN000467,CUST002455,2024-01-18,Vehicle,428700.0,363000.0,29,9.99,46093.03,18772.34,Salaried,637,0.0,Approved,On-time,14140.75,Kolkata,Mid
LOAN001979,CUST002237,2024-01-18,Education,1418700.0,0.0,174,10.72,56747.8,27246.12,Salaried,657,440338.53,Rejected,Not Started,0.0,Indore,Mid
LOAN001599,CUST002614,2024-01-18,Vehicle,1777800.0,0.0,36,10.19,109973.72,62599.54,Salaried,657,0.0,Rejected,Not Started,0.0,Ahmedabad,High
LOAN005652,CUST002488,2024-01-18,Vehicle,842000.0,676600.0,77,9.85,42101.14,28741.41,Self-employed,715,61160.49,Approved,On-time,11889.32,Patna,Mid
LOAN003130,CUST001017,2024-01-18,Vehicle,1463100.0,1463100.0,29,9.81,73156.26,36940.22,Salaried,676,29814.8,Approved,On-time,56873.21,Delhi,Mid
LOAN007423,CUST002801,2024-01-18,Personal,507300.0,347000.0,49,12.6,42272.41,16584.48,Salaried,748,0.0,Approved,On-time,9095.22,Mumbai,Mid
LOAN005620,CUST001675,2024-01-18,Home,8004700.0,8004700.0,347,8.36,240625.29,117909.42,Business,812,573464.52,Approved,On-time,61274.7,Ludhiana,Premium
LOAN006246,CUST000212,2024-01-18,Gold,282400.0,253600.0,21,8.51,35297.64,12639.71,Self-employed,710,736.03,Approved,On-time,13040.42,Bhopal,Mid
LOAN007379,CUST000625,2024-01-18,Education,586800.0,0.0,155,10.98,74983.13,36712.21,Salaried,644,425049.05,Rejected,Not Started,0.0,Chandigarh,Mid
LOAN002459,CUST001225,2024-01-18,Personal,873600.0,790500.0,8,12.58,139255.95,90801.9,Self-employed,743,428481.93,Approved,On-time,103530.69,Surat,High
LOAN000227,CUST000995,2024-01-18,Home,8457400.0,8457400.0,246,8.71,173220.81,79828.04,Salaried,799,0.0,Approved,On-time,73852.11,Ludhiana,High
LOAN006010,CUST002998,2024-01-18,Personal,234000.0,212700.0,35,14.25,26074.18,10565.78,Self-employed,646,0.0,Approved,On-time,7462.78,Pune,Low
LOAN001338,CUST002975,2024-01-18,Vehicle,1023700.0,0.0,66,9.88,70448.54,26389.56,Freelancer,648,87748.86,Rejected,Not Started,0.0,Ahmedabad,Mid
LOAN006195,CUST002064,2024-01-18,Gold,93600.0,73300.0,8,8.93,28998.41,13980.91,Salaried,621,185154.75,Approved,On-time,9471.98,Coimbatore,Low
LOAN005307,CUST002605,2024-01-19,Personal,37100.0,0.0,25,15.24,16980.34,2990.04,Salaried,557,0.0,Rejected,Not Started,0.0,Mumbai,Low
LOAN000113,CUST002896,2024-01-19,Business,1670900.0,1508800.0,81,12.15,57266.44,32343.52,Salaried,703,223495.04,Approved,On-time,27387.06,Indore,Mid
LOAN000448,CUST000085,2024-01-19,Personal,354000.0,218700.0,12,14.64,103497.79,61855.24,Self-employed,585,462156.46,Approved,Late,19702.36,Delhi,High
LOAN005906,CUST002895,2024-01-19,Vehicle,621000.0,479000.0,68,10.28,31048.98,10294.0,Business,670,0.0,Approved,On-time,9323.21,Pune,Low
LOAN005246,CUST001336,2024-01-19,Business,561900.0,0.0,38,13.55,18728.47,8399.41,Salaried,535,0.0,Rejected,Not Started,0.0,Bhopal,Low
LOAN005778,CUST002099,2024-01-19,Personal,886000.0,886000.0,43,13.24,143075.25,62286.03,Self-employed,728,81404.22,Approved,On-time,25988.83,Bengaluru,High
LOAN002080,CUST001822,2024-01-19,Personal,35900.0,26600.0,25,13.5,27591.09,11823.01,Salaried,673,303630.18,Approved,On-time,1226.56,Lucknow,Low
LOAN006302,CUST001098,2024-01-19,Business,3327500.0,2682800.0,93,12.08,110916.88,48238.18,Salaried,737,210435.38,Approved,On-time,44562.44,Vadodara,High
LOAN001220,CUST001106,2024-01-19,Personal,361200.0,295600.0,54,12.92,39451.99,26332.57,Salaried,731,0.0,Approved,On-time,7247.33,Vadodara,Mid
LOAN002761,CUST000310,2024-01-19,Personal,438900.0,337400.0,47,14.88,36571.22,12118.41,Salaried,578,38929.91,Approved,On-time,9515.84,Nagpur,Mid
LOAN001168,CUST002288,2024-01-19,Vehicle,587300.0,0.0,59,10.27,85133.14,31415.6,Self-employed,650,0.0,Rejected,Not Started,0.0,Delhi,High
LOAN001861,CUST002160,2024-01-20,Vehicle,110300.0,92600.0,21,10.81,32119.14,11410.11,Salaried,575,18630.17,Approved,On-time,4859.52,Indore,Low
LOAN002857,CUST002253,2024-01-20,Personal,793900.0,0.0,51,14.25,75241.23,33452.51,Salaried,605,97798.35,Rejected,Not Started,0.0,Jaipur,High
LOAN001233,CUST001629,2024-01-20,Personal,96000.0,0.0,22,14.69,21643.83,10726.54,Freelancer,563,32325.22,Rejected,Not Started,0.0,Patna,Low
LOAN007713,CUST002241,2024-01-20,Business,869700.0,869700.0,18,12.17,83442.89,44571.48,Freelancer,710,67976.64,Approved,On-time,53104.79,Vadodara,High
LOAN006898,CUST002380,2024-01-20,Business,1666600.0,1454700.0,16,13.04,55552.9,30867.87,Salaried,636,0.0,Approved,On-time,99543.41,Coimbatore,Mid
LOAN006404,CUST002231,2024-01-20,Personal,218100.0,179100.0,56,14.39,78282.77,41417.15,Business,605,14086.8,Approved,On-time,4409.8,Ahmedabad,High
LOAN006547,CUST002292,2024-01-20,Business,892600.0,0.0,87,12.83,29752.47,11005.41,Freelancer,655,0.0,Rejected,Not Started,0.0,Vadodara,Low
LOAN001336,CUST000676,2024-01-20,Personal,231200.0,136100.0,35,14.68,25928.33,11933.68,Self-employed,572,0.0,Approved,On-time,4803.66,Bhopal,Low
LOAN003810,CUST001918,2024-01-20,Business,3546000.0,0.0,87,12.64,153912.55,80770.18,Self-employed,698,626061.01,Rejected,Not Started,0.0,Bhopal,High
LOAN007003,CUST001715,2024-01-20,Home,3830400.0,0.0,330,9.1,63840.5,34524.0,Salaried,637,195838.87,Rejected,Not Started,0.0,Coimbatore,Mid
LOAN006067,CUST001370,2024-01-20,Personal,298000.0,260300.0,21,13.15,24830.35,8978.81,Self-employed,706,0.0,Approved,On-time,13943.61,Kolkata,Low
LOAN006158,CUST001083,2024-01-20,Home,2974500.0,2090200.0,113,9.19,49574.59,28998.25,Salaried,638,64288.1,Approved,On-time,27707.81,Vadodara,Mid
LOAN001882,CUST001274,2024-01-21,Business,1640400.0,1410600.0,49,12.01,54680.76,22761.7,Salaried,756,109561.11,Approved,On-time,36562.27,Patna,Mid
LOAN007557,CUST000056,2024-01-21,Personal,640900.0,525600.0,18,13.32,117012.85,56831.95,Salaried,700,169289.86,Approved,On-time,32375.38,Kolkata,High
LOAN006922,CUST001913,2024-01-21,Home,4233600.0,2936900.0,292,9.32,73485.74,15850.97,Freelancer,522,147637.86,Approved,Late,25470.12,Kolkata,Mid
LOAN000798,CUST000642,2024-01-21,Home,2178300.0,2040100.0,269,8.45,71313.59,12789.73,Freelancer,760,0.0,Approved,On-time,16929.5,Ludhiana,Mid
LOAN001708,CUST002183,2024-01-21,Personal,394300.0,394300.0,32,12.71,49107.99,12175.56,Salaried,733,0.0,Approved,Late,14592.28,Coimbatore,Mid
LOAN006773,CUST002979,2024-01-21,Home,2916400.0,2094800.0,195,8.94,62773.49,26556.38,Salaried,719,132893.29,Approved,On-time,20405.38,Nagpur,Mid
LOAN007059,CUST002359,2024-01-21,Gold,440000.0,368400.0,30,8.32,67765.54,27411.78,Self-employed,738,267074.03,Approved,On-time,13643.73,Surat,Mid
LOAN000358,CUST002633,2024-01-21,Vehicle,2418800.0,1797900.0,23,9.36,172426.29,73658.78,Salaried,801,0.0,Approved,On-time,85694.57,Vadodara,High
LOAN007755,CUST001768,2024-01-21,Home,1128100.0,0.0,120,9.43,18801.96,10684.66,Self-employed,602,0.0,Rejected,Not Started,0.0,Ahmedabad,Low
LOAN001307,CUST001993,2024-01-21,Personal,361300.0,323400.0,55,14.24,32081.88,12832.01,Self-employed,625,0.0,Approved,On-time,8039.72,Patna,Low
LOAN001494,CUST001589,2024-01-21,Personal,437300.0,437300.0,28,13.62,43437.23,21848.23,Salaried,697,48219.33,Approved,On-time,18318.49,Ahmedabad,Mid
LOAN002834,CUST002456,2024-01-21,Vehicle,1175500.0,0.0,64,10.65,58776.54,35666.2,Self-employed,609,0.0,Rejected,Not Started,0.0,Chandigarh,Mid
LOAN000882,CUST001363,2024-01-22,Home,1656000.0,1554600.0,121,9.07,27599.41,11884.25,Salaried,603,0.0,Approved,On-time,19651.57,Pune,Low
LOAN007270,CUST001202,2024-01-22,Personal,155900.0,132800.0,39,14.03,33386.36,21770.95,Salaried,632,0.0,Approved,On-time,4259.78,Mumbai,Low
LOAN001400,CUST002188,2024-01-22,Personal,101500.0,83200.0,29,13.44,17232.71,6674.53,Salaried,697,13391.03,Approved,On-time,3375.96,Chennai,Low
LOAN005417,CUST000987,2024-01-22,Education,401800.0,359400.0,57,10.96,16072.08,8303.04,Self-employed,569,6079.15,Approved,On-time,8116.4,Nagpur,Low
LOAN001706,CUST001921,2024-01-22,Education,2136700.0,0.0,57,11.12,156841.44,91293.92,Self-employed,595,410329.66,Rejected,Not Started,0.0,Delhi,High
LOAN000829,CUST002690,2024-01-22,Business,544000.0,0.0,78,12.9,18134.82,10422.32,Freelancer,607,0.0,Rejected,Not Started,0.0,Hyderabad,Low
LOAN006274,CUST001402,2024-01-22,Personal,1181500.0,0.0,38,12.91,224879.33,112202.12,Business,726,747417.79,Rejected,Not Started,0.0,Lucknow,Premium
LOAN005933,CUST001100,2024-01-22,Personal,70800.0,70800.0,23,15.04,18293.38,6840.52,Salaried,538,12593.42,Approved,On-time,3562.35,Kanpur,Low
LOAN002920,CUST002888,2024-01-22,Personal,605100.0,466400.0,7,13.77,50421.67,20680.9,Salaried,649,84423.71,Approved,On-time,69721.71,Ahmedabad,Mid
LOAN004052,CUST000816,2024-01-22,Personal,34600.0,29400.0,44,14.76,27462.21,10606.89,Freelancer,578,0.0,Approved,On-time,869.22,Delhi,Low
LOAN000619,CUST002350,2024-01-23,Home,1115300.0,0.0,72,9.3,18588.64,4969.41,Self-employed,601,9190.59,Rejected,Not Started,0.0,Ludhiana,Low
LOAN004798,CUST000204,2024-01-23,Home,3891500.0,3318800.0,337,8.6,64858.83,33432.34,Salaried,691,0.0,Approved,On-time,26140.67,Pune,Mid
LOAN001756,CUST002338,2024-01-23,Home,5862900.0,0.0,192,8.57,97715.14,34052.94,Salaried,775,577283.98,Rejected,Not Started,0.0,Patna,High
LOAN000317,CUST001231,2024-01-23,Business,4263400.0,2866300.0,117,12.11,142113.29,60643.13,Business,731,643633.92,Approved,On-time,41853.35,Hyderabad,High
LOAN007451,CUST000964,2024-01-23,Vehicle,1401800.0,1125900.0,24,9.41,168593.52,57050.29,Salaried,800,225595.8,Approved,On-time,51648.51,Coimbatore,High
LOAN003198,CUST001526,2024-01-23,Gold,154200.0,101100.0,11,8.83,19276.85,5236.74,Salaried,640,0.0,Approved,On-time,9601.65,Jaipur,Low
LOAN000564,CUST001895,2024-01-23,Personal,407300.0,356300.0,60,12.98,121074.51,71064.36,Salaried,727,685871.95,Approved,On-time,8103.27,Chandigarh,High
LOAN000336,CUST002352,2024-01-23,Business,1070200.0,789800.0,44,12.31,35673.67,20275.78,Business,731,0.0,Approved,On-time,22395.11,Vadodara,Mid
LOAN005051,CUST002090,2024-01-23,Personal,186400.0,175200.0,59,14.26,15531.93,9555.53,Freelancer,633,36011.15,Approved,On-time,4148.04,Bhopal,Low
LOAN004742,CUST000510,2024-01-23,Business,643400.0,596400.0,55,14.0,21445.16,6785.89,Salaried,546,23832.78,Approved,On-time,14753.19,Bhopal,Low
LOAN000530,CUST002953,2024-01-23,Business,634500.0,491700.0,79,13.25,21149.54,11117.34,Self-employed,597,77315.35,Approved,On-time,9360.6,Kolkata,Low
LOAN007008,CUST002137,2024-01-23,Personal,364500.0,278800.0,9,13.78,50341.13,35268.33,Salaried,684,0.0,Approved,On-time,32783.49,Chandigarh,Mid
LOAN003645,CUST002607,2024-01-23,Home,1731200.0,1435000.0,359,8.72,114385.07,37660.61,Salaried,737,0.0,Approved,On-time,11264.94,Nagpur,High
LOAN003480,CUST001191,2024-01-23,Home,651800.0,651800.0,346,9.1,28866.31,7585.73,Salaried,615,16149.09,Approved,On-time,5333.47,Kolkata,Low
LOAN002990,CUST001198,2024-01-24,Home,2061100.0,0.0,211,8.88,34351.98,17029.87,Salaried,622,32569.8,Rejected,Not Started,0.0,Mumbai,Low
LOAN003961,CUST002563,2024-01-24,Home,5590000.0,4394400.0,280,8.24,93166.71,30170.57,Self-employed,789,0.0,Approved,On-time,35382.49,Vadodara,High
LOAN001370,CUST002547,2024-01-24,Personal,69900.0,69900.0,14,14.41,21837.85,6559.82,Salaried,611,18764.5,Approved,On-time,5454.15,Mumbai,Low
LOAN006878,CUST002562,2024-01-24,Personal,390000.0,0.0,19,15.19,54431.52,36614.89,Salaried,560,0.0,Rejected,Not Started,0.0,Delhi,Mid
LOAN001373,CUST001688,2024-01-24,Vehicle,3000000.0,0.0,48,9.46,424036.82,180854.56,Business,719,3840874.17,Rejected,Not Started,0.0,Jaipur,Premium
LOAN007149,CUST002304,2024-01-24,Education,638500.0,611300.0,16,10.63,46056.97,27235.08,Salaried,678,0.0,Approved,On-time,41146.43,Kanpur,Mid
LOAN001374,CUST002955,2024-01-24,Personal,547100.0,367000.0,48,12.83,137655.3,79112.31,Salaried,755,653206.5,Approved,On-time,9814.75,Coimbatore,High
LOAN004949,CUST002373,2024-01-24,Personal,540500.0,432500.0,44,11.69,172552.82,82510.95,Salaried,866,843844.77,Approved,On-time,12133.3,Vadodara,High
LOAN003597,CUST001141,2024-01-24,Personal,524700.0,421600.0,15,12.43,82608.7,21232.16,Business,783,0.0,Approved,On-time,30491.75,Jaipur,High
LOAN002840,CUST000254,2024-01-24,Personal,586700.0,470700.0,8,13.47,109376.65,66299.2,Salaried,700,0.0,Approved,On-time,61848.23,Ludhiana,High
LOAN005220,CUST002543,2024-01-25,Education,1584700.0,1399000.0,178,10.41,163351.61,67707.55,Salaried,699,215173.53,Approved,On-time,15458.71,Chandigarh,High
LOAN002181,CUST000909,2024-01-25,Personal,619300.0,0.0,13,14.26,64406.33,25689.56,Salaried,630,184192.96,Rejected,Not Started,0.0,Vadodara,Mid
LOAN000817,CUST001664,2024-01-25,Home,4897700.0,4203300.0,230,8.61,114912.77,50409.2,Salaried,781,251847.56,Approved,On-time,37377.67,Lucknow,High
LOAN007552,CUST000598,2024-01-25,Home,6363000.0,5584900.0,66,9.2,106049.54,41913.86,Freelancer,615,0.0,Approved,On-time,108143.46,Bhopal,High
LOAN003460,CUST002325,2024-01-25,Personal,251600.0,0.0,34,14.6,20969.77,7996.64,Salaried,577,129398.53,Rejected,Not Started,0.0,Chandigarh,Low
